用户ID,用户出生日期,性别,婚姻状况,文化程度,下单时间,订单ID,交易金额
3814114,1991/6/29,女,未婚,研究生,2023/4/26 16:37,4469978824,312.2543093
5111116,1986/10/14,女,未婚,本科,2022/11/30 15:23,4470631589,1187.331383
5513119,1982/12/28,女,已婚,博士,2023/4/22 17:25,4471888618,721.4356608
5516116,1975/11/22,女,已婚,本科,2021/2/21 13:39,4472520545,715.9291237
5415116,1975/9/6,女,未婚,中专,2020/8/25 9:19,4473233328,712.7818989
5116118,1986/7/15,女,已婚,博士,2022/11/21 7:34,4474129349,241.0618562
5914117,1968/3/1,女,未婚,研究生,2021/12/15 0:40,4474689076,453.3748701
5614120,1982/4/3,女,已婚,中专,2022/7/14 17:33,4475229848,281.5912849
4418119,1978/10/20,女,未婚,大专,2023/3/17 16:36,4475285033,934.3404206
6517111,1983/12/12,男,已婚,研究生,2021/3/20 7:00,4481154805,327.3890251
4716114,2000/7/23,女,未婚,研究生,2020/7/21 2:43,4483862157,1149.163059
6120116,1980/12/28,男,未婚,中专,2022/12/12 9:04,4486666286,797.446541
4420112,1971/4/14,男,未婚,博士,2020/4/13 21:03,4488231064,315.8492334
6620117,1978/2/9,男,已婚,博士,2022/3/31 4:38,4489054697,532.063134
6220118,1996/7/31,女,未婚,研究生,2023/2/24 1:50,4489741724,347.4767764
4420118,1986/1/29,男,已婚,研究生,2019/12/20 19:24,4491382591,891.138119
6519120,1987/9/8,男,已婚,博士,2023/5/13 16:18,4493114977,499.0165128
5711115,1985/8/24,女,已婚,博士,2021/12/8 20:29,4493291995,597.0155087
5317116,1989/11/25,男,已婚,大专,2023/1/7 11:47,4494074729,196.5772976
5416117,1991/3/13,男,已婚,本科,2022/12/23 6:29,4495576587,981.822704
4114116,1972/10/11,男,未婚,博士,2022/2/14 15:24,4497312174,203.0483267
5017111,1989/5/14,女,已婚,研究生,2022/5/17 14:25,4497624340,719.1501695
5814114,1976/9/10,男,未婚,大专,2022/4/7 15:29,4499543648,948.8523189
6618120,1985/10/18,女,已婚,博士,2020/1/25 9:42,4499882000,1009.814679
3314116,1972/10/13,男,未婚,中专,2022/12/27 11:16,4500153499,489.7997694
4311111,1995/5/3,男,未婚,中专,2022/12/29 22:06,4500279444,626.7976625
3812113,1971/8/27,女,已婚,研究生,2023/4/4 3:39,4500530208,386.112589
4114119,1999/2/2,女,未婚,研究生,2021/6/12 11:51,4503867740,721.3649345
5818120,1979/11/11,男,已婚,中专,2021/11/5 1:17,4508463549,688.7014211
6218112,1969/1/27,女,已婚,研究生,2021/1/25 3:56,4511417773,546.2025994
5016115,1990/8/17,女,已婚,博士,2021/7/8 15:59,4515744192,1081.783749
3220120,1984/11/21,男,已婚,本科,2021/12/9 13:36,4517372688,676.5315486
4017111,1994/5/1,女,未婚,研究生,2023/6/2 21:32,4519758028,284.9580201
4020111,1999/7/26,女,已婚,中专,2020/1/19 3:06,4523536173,527.2326133
6112112,1978/1/16,女,已婚,博士,2019/12/7 22:34,4523732671,720.2584607
5619118,1968/2/24,男,已婚,大专,2021/9/9 3:31,4525529221,515.0279135
3614114,1969/5/23,女,已婚,博士,2021/2/17 23:49,4527977920,33.80120347
6711113,1973/2/21,男,未婚,大专,2020/3/3 11:09,4529468940,357.7510358
4912114,2000/6/13,男,已婚,本科,2023/1/14 15:11,4529924287,144.0775476
3511119,1989/9/26,男,已婚,大专,2020/4/29 2:40,4531244416,763.2717937
5812115,1989/7/31,女,已婚,中专,2021/5/31 5:49,4531296540,485.8696907
3715112,1969/11/5,女,已婚,研究生,2020/3/25 5:56,4531616269,119.5914165
3717118,1972/5/13,男,未婚,本科,2022/6/5 10:14,4531853448,84.834402
6718115,1993/6/2,女,未婚,博士,2022/2/27 1:37,4532189607,805.3600579
5318119,1987/11/14,女,未婚,本科,2020/10/22 22:57,4534058766,694.0469664
6514112,1993/7/26,男,未婚,本科,2021/5/17 10:19,4537513509,548.8782204
6314113,1987/6/1,男,未婚,研究生,2021/12/18 19:15,4540891939,840.754427
5813118,1973/1/29,女,已婚,大专,2020/7/9 23:06,4542019401,718.9341914
5518115,1987/5/18,男,未婚,博士,2022/1/23 19:25,4543044425,396.2882528
4613120,1996/11/1,女,已婚,本科,2022/9/5 23:19,4544517582,162.9148618
4418113,1979/11/8,男,未婚,研究生,2022/3/4 2:27,4546087561,788.4745789
5214112,1993/10/31,女,已婚,中专,2021/6/6 18:42,4553192931,1084.086913
5819112,1971/12/28,男,已婚,博士,2021/6/16 7:39,4554794997,1144.743807
5020119,1976/2/25,男,已婚,博士,2022/7/14 0:12,4555980461,603.5783905
4616115,1985/5/30,女,未婚,中专,2021/11/8 23:52,4556572935,432.8209162
5020115,1993/6/29,女,已婚,大专,2021/3/23 20:21,4560916673,401.066216
6316118,1972/3/15,男,未婚,博士,2020/1/8 15:12,4563567356,110.0710602
5018119,1977/8/2,女,已婚,博士,2021/4/23 1:47,4566553972,866.0964075
6315118,1982/2/20,男,未婚,研究生,2020/5/24 3:30,4569718855,323.7895756
6718120,1968/7/7,女,未婚,本科,2020/8/24 21:10,4572263149,741.1811002
3819115,1998/8/3,男,已婚,研究生,2021/6/13 10:17,4573272031,518.2590825
5315111,1972/12/7,男,已婚,博士,2022/12/20 6:00,4573817390,539.7076397
5219119,1969/1/13,女,已婚,研究生,2020/5/31 10:47,4573886096,150.3544289
6416111,2000/11/29,女,未婚,本科,2020/9/24 8:10,4576846563,900.5296949
5513119,1982/12/28,女,已婚,博士,2019/12/22 9:33,4576847752,618.5003296
3811113,1980/4/7,男,已婚,中专,2022/4/7 3:28,4577622539,363.5477828
4120114,1989/3/22,女,未婚,研究生,2022/7/10 5:36,4578539729,1046.11188
6020111,1983/2/2,女,已婚,博士,2022/6/22 17:55,4579260946,16.51641385
4512113,1977/6/29,女,未婚,中专,2022/10/13 14:26,4579695335,163.6378558
6319118,1971/12/12,男,未婚,中专,2022/6/5 7:22,4581297673,477.5106793
5012113,1976/4/29,男,未婚,研究生,2020/1/30 8:45,4581917326,719.5586408
6316118,1972/3/15,男,未婚,博士,2023/2/24 19:28,4583224138,293.2307067
5917111,1981/7/22,女,未婚,大专,2022/2/14 8:47,4583999495,451.7317038
4919119,1982/9/10,女,已婚,中专,2020/10/30 11:09,4584227488,683.3107593
4716119,1996/5/5,男,已婚,本科,2022/9/30 12:24,4584757640,372.3301742
4816115,1978/1/10,男,已婚,博士,2022/2/3 9:01,4585219173,401.8122227
6713115,1990/12/1,男,已婚,博士,2022/1/14 13:06,4587367325,272.3739032
6516119,1991/3/7,女,已婚,博士,2020/6/11 7:26,4588863264,698.9888321
4412117,1985/8/29,女,未婚,中专,2020/3/26 5:41,4588994162,98.83146385
3511115,1990/2/28,女,未婚,本科,2021/8/28 18:00,4591452454,384.2405828
6720114,1977/6/11,女,未婚,研究生,2023/4/14 0:08,4591458725,731.3240031
3517113,1985/3/22,女,已婚,本科,2020/5/31 4:50,4591890435,450.7976986
5717118,1982/7/1,男,已婚,博士,2023/1/11 14:14,4595566554,574.3225787
3416117,1969/5/23,女,已婚,研究生,2022/1/8 4:29,4602531949,415.4032673
6520117,1985/11/2,女,未婚,中专,2022/12/23 21:20,4603672749,567.1243558
3319118,1992/1/4,女,已婚,研究生,2021/2/25 2:41,4603892243,579.6120725
4512119,1975/9/3,男,未婚,中专,2022/5/14 18:05,4605911130,809.1786488
6411111,1972/2/12,男,未婚,本科,2022/10/14 16:12,4607080774,138.8945515
5018120,1971/9/16,女,已婚,本科,2021/11/25 14:18,4607238618,343.5408633
6711120,1982/10/1,女,未婚,大专,2020/1/17 1:09,4612813623,563.9385715
5516114,1971/4/27,男,未婚,研究生,2023/2/18 1:40,4613841790,737.4634927
4716114,2000/7/23,女,未婚,研究生,2023/5/23 11:49,4615472278,865.4010609
5112119,1968/10/8,男,已婚,本科,2020/6/14 6:22,4615488286,603.2964239
4413112,1993/4/21,男,未婚,本科,2021/12/3 16:18,4615513242,1175.83801
6116113,1978/12/18,女,已婚,中专,2020/8/11 9:32,4616423164,831.2546758
4719118,1981/7/11,男,已婚,大专,2022/11/16 15:27,4616590856,276.4789354
4015112,1973/7/12,男,已婚,中专,2021/2/20 9:15,4617273245,9.383687653
3815119,1975/2/11,女,已婚,中专,2020/6/21 22:00,4617732387,637.5897221
5513114,1988/11/1,男,已婚,研究生,2022/5/10 4:52,4618134695,307.5365736
4815117,1975/12/22,女,已婚,研究生,2021/10/8 21:10,4618987595,626.059914
6119113,1994/5/21,女,已婚,大专,2020/3/9 8:54,4619565447,372.8589552
6611117,1987/8/26,女,已婚,博士,2023/1/3 2:21,4620066616,713.4879696
4311119,1992/5/5,女,已婚,大专,2022/12/25 22:53,4622074610,74.19379464
4014113,1992/1/22,女,未婚,大专,2023/6/2 2:27,4623911626,625.4941193
5916115,1970/1/3,女,未婚,本科,2021/9/26 12:23,4624627258,394.0109061
3618117,1990/8/2,女,已婚,本科,2021/8/23 23:05,4626115840,262.7321891
6618118,1996/5/14,男,未婚,研究生,2022/7/4 17:35,4626175987,677.892131
6418119,1981/4/10,女,已婚,本科,2023/4/28 22:32,4626327054,840.2687327
6420114,1998/10/7,男,未婚,博士,2020/8/23 3:53,4627110065,660.3541928
4215120,1975/8/7,女,未婚,本科,2020/3/9 16:11,4630477073,409.627585
5513114,1988/11/1,男,已婚,研究生,2023/3/17 13:07,4630969472,941.0570494
3813118,1972/11/7,男,已婚,本科,2020/9/6 14:40,4632729437,628.374772
4916114,1992/7/1,男,已婚,大专,2023/2/9 16:55,4632961466,375.8798006
5815112,1987/4/3,男,未婚,中专,2022/12/14 15:14,4634283033,987.5258261
3819118,1978/2/14,男,已婚,本科,2023/4/3 17:24,4635217745,776.5419601
3819118,1978/2/14,男,已婚,本科,2023/6/3 17:24,4635217745,1276.54196
6413119,1995/9/28,男,已婚,博士,2020/5/26 15:46,4635821329,334.4435601
6413115,1975/9/13,女,已婚,大专,2022/11/14 4:09,4636951378,767.8804472
3714119,1993/6/11,男,已婚,大专,2022/11/5 6:00,4637453381,107.6228195
3618112,1985/4/23,女,未婚,本科,2021/6/19 7:32,4638684046,123.1994389
6320120,1969/12/14,男,未婚,大专,2020/7/10 3:07,4640049182,484.6598719
6412118,1997/5/19,女,已婚,大专,2023/5/31 17:23,4643885872,420.7112115
5617118,1978/10/16,男,未婚,中专,2020/3/11 1:16,4646166224,360.2420265
5013117,1977/5/20,男,已婚,研究生,2020/7/17 21:52,4646270497,383.272846
6519114,1982/8/31,女,已婚,本科,2022/11/18 15:32,4648591344,317.2271287
5920113,1998/6/24,女,未婚,本科,2022/1/21 2:54,4652379992,734.8804475
3313113,1975/5/21,男,未婚,研究生,2023/3/26 20:39,4655556067,707.8409999
6312112,1970/11/15,女,未婚,博士,2021/5/3 23:20,4656223649,863.1934912
5311115,1984/1/1,女,已婚,博士,2023/5/23 23:03,4657476658,211.5458069
5813113,1973/3/29,男,未婚,大专,2021/5/16 2:04,4659759381,745.929803
5215112,1973/7/3,女,未婚,中专,2021/2/21 8:43,4661259935,639.6701917
3920111,1970/10/18,男,已婚,博士,2021/12/28 22:12,4665332850,434.1430552
5112113,1988/4/17,女,未婚,本科,2020/7/28 11:21,4665518612,188.4822932
5412117,1981/3/30,男,已婚,本科,2020/10/1 20:32,4665615165,1088.673552
5412117,1981/3/30,男,已婚,本科,2022/8/1 20:32,4665615165,888.673552
3911114,1979/8/25,男,未婚,研究生,2023/1/9 4:49,4672018467,964.938416
4513111,1985/12/4,女,已婚,本科,2021/2/4 3:38,4673410181,609.077301
5417116,1998/7/18,女,未婚,本科,2020/11/22 20:05,4676373095,818.0403276
3512116,1978/10/20,女,未婚,博士,2023/3/28 14:46,4676684931,547.9149755
6615113,1986/11/11,女,已婚,本科,2022/10/18 20:57,4677877508,128.6579696
4416116,1994/4/14,男,未婚,研究生,2022/10/24 11:02,4678661460,1002.056147
6118111,1977/12/30,女,未婚,本科,2020/10/14 11:03,4680274061,669.2582048
6017114,1979/3/11,男,未婚,研究生,2020/9/19 7:23,4680558181,834.4593573
4512115,1975/10/6,男,未婚,博士,2020/9/25 10:03,4682448471,1014.837231
3711116,1983/10/18,男,已婚,大专,2022/11/18 16:18,4683148922,175.1575396
3815118,1993/6/16,男,已婚,大专,2023/1/25 21:21,4685564123,149.3362008
6414115,1987/4/8,女,未婚,研究生,2020/9/25 9:00,4686693767,638.1764333
5416111,1982/12/23,男,已婚,研究生,2023/5/29 21:35,4687073624,651.1329595
3815118,1993/6/16,男,已婚,大专,2022/8/10 21:22,4691122457,892.5604687
5316111,1973/4/1,女,未婚,本科,2023/4/22 16:53,4691632735,652.1579853
3217113,1970/12/29,男,未婚,研究生,2021/1/24 18:48,4692497870,189.64407
5319114,1995/11/16,女,未婚,本科,2021/10/23 20:10,4693488093,422.6545402
4920116,1971/7/14,男,已婚,大专,2021/7/8 10:48,4694075880,973.1634082
6115114,1973/2/8,女,未婚,大专,2021/1/22 5:55,4696694461,699.83684
4116113,1986/10/16,女,未婚,研究生,2022/5/30 4:34,4698873906,406.5693614
3711118,1992/5/8,女,已婚,大专,2021/4/17 1:43,4705350660,76.71447418
5218117,1973/11/1,女,未婚,中专,2021/7/10 1:39,4706619907,319.0445138
6519120,1987/9/8,男,已婚,博士,2023/1/31 0:22,4707138415,657.6751464
4211117,1997/10/29,男,未婚,大专,2022/1/2 2:21,4708014327,550.9191669
6615113,1986/11/11,女,已婚,本科,2022/9/30 19:06,4711290883,427.4000772
5317120,1986/1/14,男,未婚,研究生,2019/12/10 11:14,4711828452,499.2082876
4217114,1990/7/6,男,已婚,研究生,2021/6/11 8:57,4712835087,308.2176464
4317111,1980/7/27,女,未婚,本科,2023/1/1 0:43,4718566903,928.6088688
6112112,1978/1/16,女,已婚,博士,2022/6/27 14:59,4720471199,506.9738412
5613120,1989/10/10,女,未婚,中专,2020/2/21 11:11,4721344883,689.7069506
6612119,1987/12/19,女,未婚,大专,2022/3/21 8:37,4721433047,336.0949231
5117112,1975/10/31,男,已婚,中专,2023/4/19 22:39,4722945697,141.300795
4314120,1977/7/17,女,已婚,博士,2020/7/25 23:11,4723398649,763.9811751
5419120,1970/7/30,女,未婚,大专,2023/2/2 3:57,4723527150,859.6201357
3315116,1999/8/21,女,未婚,中专,2023/5/11 15:58,4724787157,838.8174809
5112120,1989/1/5,女,未婚,大专,2022/6/6 16:42,4729583683,250.8815996
4619112,1973/4/11,男,已婚,大专,2022/12/30 17:44,4731599869,208.9419243
4814114,1979/1/12,女,未婚,本科,2020/8/15 6:21,4732992363,1041.505215
3616117,1990/11/19,女,未婚,本科,2020/11/13 20:00,4733261458,18.64273075
6117111,1976/5/8,男,未婚,大专,2021/11/23 6:44,4733962680,672.6808141
5012113,1976/4/29,男,未婚,研究生,2021/3/28 22:38,4734036501,856.744189
3718117,1979/1/10,男,已婚,研究生,2021/7/17 1:27,4736520735,966.9662786
4520115,1967/12/28,女,已婚,大专,2020/11/28 3:58,4736928789,585.147576
5812117,1978/2/22,男,未婚,大专,2021/9/4 6:30,4738969487,695.2282891
4920111,1969/10/28,男,未婚,研究生,2020/9/23 6:22,4740764352,796.5640577
4118117,1986/5/4,男,已婚,博士,2022/8/31 7:29,4742415992,1010.136236
5616117,1993/3/21,女,未婚,博士,2020/2/25 11:40,4742995970,410.2968251
5519116,1996/6/20,男,已婚,本科,2023/1/3 21:52,4744940982,615.3871608
4717113,1976/12/31,女,未婚,本科,2021/12/31 5:01,4747832747,515.5889042
6418117,1982/12/11,女,未婚,本科,2023/3/18 13:04,4752719264,229.3409056
5616120,1972/12/25,女,已婚,博士,2022/5/30 18:25,4754479859,151.3661391
3416111,1982/6/30,女,未婚,中专,2022/9/20 14:05,4756812755,331.8772731
3214111,1989/4/9,女,已婚,大专,2021/2/10 20:17,4757727596,133.2819274
3313111,1971/8/3,男,已婚,大专,2021/7/10 4:06,4758940744,322.5846949
3718114,1972/6/27,女,已婚,研究生,2023/4/26 14:21,4762672663,591.5207183
3720112,1996/3/22,女,未婚,本科,2020/8/5 19:27,4762836903,525.6123559
5014114,1974/10/22,男,未婚,本科,2022/12/15 14:03,4762872358,986.1920641
4618119,1983/6/26,女,已婚,大专,2021/5/18 18:29,4767818155,1233.482193
5017113,1980/2/12,女,已婚,中专,2023/3/27 23:06,4772263669,1058.871313
5120116,1991/12/30,男,未婚,大专,2022/11/11 8:56,4775059780,947.0690288
5013118,1981/10/7,女,已婚,大专,2022/2/17 5:04,4775291413,859.1844612
5915112,1995/11/19,女,未婚,本科,2023/1/27 15:25,4776882144,577.3018552
3317114,1973/12/20,男,未婚,大专,2020/12/9 12:27,4777891068,364.361854
4713120,1997/4/22,男,未婚,中专,2021/8/21 18:13,4778482831,437.754629
5514118,1970/9/23,男,已婚,本科,2020/2/20 5:32,4779422777,523.7013756
6011113,1971/6/4,男,未婚,大专,2022/12/21 19:46,4783149351,209.9464818
5215118,1990/4/12,男,已婚,研究生,2023/4/27 20:09,4784772120,174.1829133
3914111,1977/7/23,男,未婚,中专,2020/6/10 11:56,4785558535,332.5075824
5214115,1974/2/10,男,已婚,研究生,2021/1/23 15:31,4786124677,1123.595305
6516112,1986/6/6,女,未婚,研究生,2020/9/27 23:09,4786165118,679.9737809
4914120,1977/2/5,男,已婚,本科,2020/9/26 0:40,4787757428,566.2599208
5718118,1999/5/31,女,已婚,博士,2020/6/15 11:31,4790032165,552.1325743
5415120,1972/1/1,女,未婚,中专,2022/12/21 17:47,4790925137,1165.55359
3518115,1997/5/21,男,已婚,博士,2020/12/11 13:18,4795736150,942.2674604
4014111,1991/5/22,女,未婚,大专,2021/5/3 3:05,4797266825,166.4574067
5920115,1988/8/3,男,未婚,中专,2021/4/6 18:59,4801244686,665.6435155
5218115,1993/5/19,女,已婚,研究生,2022/5/14 21:51,4801292807,557.0632545
3213113,1975/2/13,男,已婚,博士,2021/12/6 22:55,4802082036,384.0009708
5120115,1977/5/20,女,已婚,研究生,2021/2/14 8:30,4804847422,608.7525565
4019114,1990/3/10,女,已婚,中专,2021/9/7 9:03,4805231214,410.8215423
5617120,1990/7/3,男,已婚,博士,2022/10/23 0:05,4805745195,499.9123828
4114119,1999/2/2,女,未婚,研究生,2023/4/15 20:09,4806316871,424.4270274
5316116,1986/11/3,女,已婚,中专,2023/5/2 9:25,4811136074,238.4720451
5113116,1978/1/12,女,已婚,中专,2022/8/19 15:56,4814458084,897.0994048
3514114,1986/12/19,女,已婚,本科,2022/6/30 20:34,4815582555,933.8366052
3914119,1984/7/8,男,未婚,博士,2020/9/1 23:19,4817177056,255.5148087
5013114,1998/8/31,男,已婚,本科,2020/2/21 17:27,4820575820,448.1208951
6312111,1969/5/13,男,已婚,博士,2023/5/12 13:31,4821113172,715.4428986
3913115,1968/11/17,女,未婚,研究生,2023/2/13 2:59,4822449747,604.7920292
4220118,1988/9/1,男,已婚,研究生,2022/10/3 4:43,4826567295,1037.396701
4119117,1992/4/14,女,已婚,大专,2023/3/24 1:13,4828582192,488.2905325
5017119,1988/5/6,女,已婚,大专,2022/6/14 22:51,4832819345,431.4785924
5411115,1994/6/2,女,未婚,本科,2022/3/29 16:08,4833583583,80.73688937
5515113,1969/10/3,女,未婚,研究生,2020/11/5 5:04,4834624593,751.6165552
5811111,1991/1/26,男,未婚,中专,2021/5/28 18:44,4834674226,699.6155738
6112111,2000/5/1,女,已婚,研究生,2021/8/8 19:03,4835141397,193.8173386
3912116,1986/12/2,男,已婚,大专,2022/6/19 17:33,4835667757,194.2551477
4318120,1997/12/8,女,未婚,本科,2022/12/14 2:42,4835757398,446.8969014
3616117,1990/11/19,女,未婚,本科,2022/4/4 19:38,4839074264,851.8100923
6717112,1980/7/22,男,已婚,本科,2022/10/11 5:47,4841668478,117.1181164
5512111,1978/3/20,女,已婚,博士,2021/11/19 20:22,4843075789,535.1781941
4814120,1987/1/9,男,未婚,研究生,2021/1/23 10:59,4843094130,725.8603114
3814113,1991/4/29,女,未婚,博士,2023/2/21 4:14,4844284182,262.4917411
4914111,1995/7/3,女,已婚,本科,2022/3/4 5:03,4844820274,636.2093668
6418115,1986/4/8,男,已婚,研究生,2023/5/25 0:35,4846569225,346.0893544
5617112,1982/1/14,女,已婚,研究生,2022/8/1 3:30,4847322238,180.8957626
4919115,1974/8/30,女,未婚,本科,2022/5/18 15:51,4848543439,659.8259922
6416112,1974/10/12,女,未婚,博士,2022/5/9 3:48,4850253429,230.3414895
5512111,1978/3/20,女,已婚,博士,2023/1/7 15:43,4851083524,917.2460129
6120114,1985/1/19,女,已婚,本科,2022/1/30 20:06,4855411210,865.6143534
5615114,1986/11/2,女,未婚,博士,2023/1/12 7:15,4857827982,228.0223913
3315111,1995/5/20,女,未婚,研究生,2022/10/3 7:37,4858139298,466.4282057
3412116,1983/8/25,女,已婚,中专,2021/6/30 19:29,4858443283,227.8234091
5216115,1976/5/14,男,未婚,研究生,2022/5/8 9:52,4862346083,782.5860314
3317114,1973/12/20,男,未婚,大专,2021/9/27 9:57,4863030087,206.138094
3420117,1997/9/19,女,已婚,中专,2020/6/22 22:53,4863815911,189.9645584
3716111,1999/1/31,男,未婚,本科,2021/10/28 0:31,4865336412,692.724471
5414120,1998/10/23,男,已婚,本科,2022/2/11 10:53,4866822986,493.3907884
5111120,1993/11/18,男,未婚,中专,2022/8/1 19:10,4867983297,331.1977683
3911120,1979/4/23,女,已婚,博士,2021/4/23 8:08,4871188159,891.9113616
6717120,1980/2/10,男,未婚,大专,2020/4/26 4:38,4871324067,433.461708
5814117,1983/7/14,男,未婚,研究生,2022/10/24 12:33,4872383132,679.6770445
6311117,1970/5/23,女,未婚,研究生,2023/3/18 9:38,4874678170,102.0745622
6613111,1988/5/5,男,已婚,研究生,2022/1/23 14:10,4875020014,665.1558956
4419112,1986/12/3,男,未婚,本科,2023/3/24 4:21,4877357004,546.1665346
5715116,1985/6/24,男,未婚,博士,2021/4/23 4:08,4880438895,294.6660424
5214114,1986/1/28,女,已婚,大专,2022/1/2 8:55,4880851471,687.2476
5413114,1998/10/22,男,未婚,研究生,2020/7/31 18:39,4880978215,271.4518558
4320113,1988/10/29,男,已婚,大专,2023/2/21 7:44,4883669559,604.3591684
6614111,1985/9/20,女,未婚,本科,2023/3/7 7:19,4884954442,572.2980393
3819118,1978/2/14,男,已婚,本科,2021/1/26 17:04,4886936455,734.1506588
6312118,1987/4/9,男,未婚,本科,2020/1/26 9:16,4889839384,911.0708202
4019115,1997/12/8,男,未婚,大专,2020/6/23 13:53,4890022964,576.6922696
6015111,1991/9/28,女,未婚,本科,2023/2/16 19:34,4892918021,537.8948568
5719120,1990/2/4,男,已婚,博士,2021/8/3 4:52,4892942790,157.8410641
4112120,1978/3/9,女,未婚,中专,2022/12/22 23:58,4893034173,720.078544
6318118,1992/6/23,女,已婚,本科,2022/7/8 15:10,4895232484,168.5347761
5311112,1976/5/18,男,未婚,研究生,2023/3/28 23:00,4896395018,631.2303888
5618113,1976/5/20,女,已婚,本科,2022/4/25 16:09,4898686296,588.1342738
6413118,1987/11/16,男,未婚,中专,2022/3/16 22:55,4900076856,847.9568227
3912116,1986/12/2,男,已婚,大专,2020/4/18 1:59,4903448009,438.5159263
3616114,1983/11/5,男,未婚,博士,2021/9/8 8:32,4903562745,384.6070057
4513115,1973/12/24,女,未婚,大专,2020/2/2 6:13,4904119575,501.7778819
4114120,1971/12/16,男,已婚,中专,2023/4/7 19:40,4904231705,427.3962128
3914113,1995/3/17,女,未婚,博士,2022/9/7 18:16,4905286166,461.2212579
5019117,1995/4/1,男,已婚,大专,2023/3/24 18:12,4905524504,778.0733278
3515111,1973/7/24,女,已婚,大专,2022/6/23 2:37,4907174175,470.6038078
4812111,1987/11/21,女,未婚,博士,2021/8/8 8:24,4908732872,957.4563721
5318118,1986/3/17,男,未婚,研究生,2020/2/10 5:04,4908844428,995.7887203
6016114,1975/8/26,女,未婚,研究生,2022/2/11 19:39,4910680701,698.385845
4713113,1994/2/10,女,已婚,本科,2020/11/6 20:53,4911787409,880.3247033
5516118,1979/1/11,女,已婚,研究生,2021/11/29 1:52,4913327572,45.70002262
3818113,1983/7/3,女,已婚,研究生,2023/4/28 11:51,4914942751,86.77556086
3314112,1997/9/6,男,未婚,中专,2022/3/21 7:49,4915777579,745.6563587
3713115,1998/7/2,男,未婚,本科,2022/2/10 2:57,4916186925,332.6659688
3611117,1973/3/29,女,未婚,大专,2020/12/23 20:38,4918221512,505.1910009
6420117,1985/3/29,女,已婚,中专,2021/9/24 19:41,4920456609,966.5326178
5711117,1994/3/3,女,未婚,本科,2022/5/13 1:04,4920922685,386.8367345
4318111,1986/12/27,男,未婚,本科,2020/7/20 8:03,4925659230,271.5982056
3212111,1995/8/3,女,未婚,大专,2023/1/17 14:34,4926544451,554.8917541
5718114,1982/2/7,女,未婚,研究生,2021/6/14 4:49,4929180113,186.0419318
3620117,1985/3/10,女,未婚,中专,2021/10/11 1:14,4931011759,527.9979153
4917120,1979/3/16,女,已婚,大专,2023/4/26 12:39,4931649650,646.6156565
4717111,1990/9/15,女,已婚,本科,2023/3/27 11:46,4932153820,510.6414219
6119111,1989/10/6,男,已婚,研究生,2023/6/2 7:12,4935615694,719.8119797
4317116,1988/12/26,女,已婚,中专,2022/5/8 22:22,4938754851,634.9729861
3520114,1974/9/7,女,未婚,博士,2022/6/2 1:49,4939184599,402.1356337
5119115,1977/12/27,女,已婚,研究生,2020/5/31 22:56,4940757362,239.4036105
3516114,1978/8/26,男,未婚,本科,2021/9/24 9:09,4944237836,754.5738956
4716114,2000/7/23,女,未婚,研究生,2020/8/16 9:51,4944667858,412.9366686
6218113,1973/9/10,男,已婚,本科,2022/10/27 12:36,4945044746,581.8273858
5515116,1990/3/13,女,已婚,研究生,2020/9/28 22:27,4948667725,107.5035287
4412118,1978/10/3,女,已婚,博士,2020/1/24 16:05,4949470681,292.3283926
4213115,1987/10/18,女,已婚,中专,2021/1/9 19:26,4951579375,111.7978588
4312116,1977/1/16,女,已婚,中专,2022/9/11 23:06,4954844843,739.8022276
3615113,1970/12/13,女,未婚,研究生,2020/9/24 16:58,4954851899,451.3545169
4715115,1984/12/1,男,已婚,研究生,2020/5/28 10:31,4965911504,1027.391869
4719113,1989/2/25,男,未婚,博士,2022/11/29 23:24,4966572370,29.88886218
5916117,2000/10/2,男,已婚,本科,2022/2/10 15:58,4967681329,666.0948259
3519112,1989/7/14,男,未婚,中专,2022/7/4 9:12,4969336669,796.4385867
5320119,1992/1/16,女,未婚,研究生,2021/12/17 11:24,4969340979,602.5690351
6620120,1981/8/16,女,已婚,研究生,2021/1/7 13:39,4972551785,540.8450203
4418118,1976/9/29,女,未婚,本科,2021/9/27 22:30,4974613494,869.5873054
3412118,1994/2/1,女,未婚,本科,2022/3/3 3:47,4975168407,1081.840797
4918116,1993/10/17,女,未婚,博士,2023/6/4 2:45,4975846973,910.2653841
4113116,1972/12/17,男,未婚,研究生,2022/12/21 17:57,4976179821,571.1197186
6315115,1970/12/15,女,已婚,大专,2020/11/16 8:44,4977119686,362.6140583
4015120,1996/8/9,男,未婚,本科,2021/4/14 21:37,4977651730,246.5464204
6716112,1980/4/29,男,未婚,博士,2022/9/16 18:39,4978344079,604.66949
5015117,1988/10/21,男,未婚,本科,2022/3/7 4:49,4978745502,952.8724668
4115113,1979/10/16,男,未婚,中专,2022/12/10 20:23,4979379495,189.6950403
3311119,1989/11/1,男,未婚,研究生,2020/3/26 14:56,4979575647,878.8355006
5220115,1998/7/8,女,未婚,研究生,2021/9/27 18:57,4980034576,532.1245775
5020117,1988/11/24,女,未婚,本科,2023/4/4 11:14,4980717395,626.0414943
5916118,1978/10/9,男,已婚,博士,2023/3/25 6:13,4981761916,525.2777062
3617118,1976/7/18,男,未婚,博士,2021/10/3 5:16,4982430990,490.9210412
